EntrezID,GeneID,Symbol,Description,Protein Name,UniProt ID
22801,ENSG00000137809,ITGA11,integrin subunit alpha 11,Integrin alpha-11,Q9UKX5; Q9UKQ1; Q8WYI8; J3KQM2
22802,ENSG00000016602,CLCA4,chloride channel accessory 4,Calcium-activated chloride channel regulator 4,Q14CN2; Q9UNF7; Q6UX81; A8MQC9; B7Z1Q5
22803,ENSG00000088930,XRN2,5'-3' exoribonuclease 2,5'-3' exoribonuclease 2,Q6KGZ9; Q9BQL1; Q9NXS6; Q9H0D6; Q9NTW0; Q9UL53; Q3L8N4
22806,ENSG00000161405,IKZF3,IKAROS family zinc finger 3,Zinc finger protein Aiolos,Q69BM3; Q69BM1; Q8N574; Q8WWQ9; Q8WWR1; Q8WWR3; Q69BL8; B4DVV5; Q8WWR2; Q69BL9; Q69BM5; Q69BL6; Q8WWR0; Q9UKT9; Q69BL7; Q69BM0; Q69BM2
22807,ENSG00000030419,IKZF2,IKAROS family zinc finger 2,Zinc finger protein Helios,Q6PQC6; Q6PQC7; Q6PQC8; Q8N6S1; Q6PQC5; Q6PQD1; Q53YJ5; Q6PQD0; Q9UKS7
22808,ENSG00000158186,MRAS,muscle RAS oncogene homolog,Ras-related protein M-Ras,B4DIK0; O14807; Q86WX8
22809,ENSG00000169136,ATF5,activating transcription factor 5,Cyclic AMP-dependent transcription factor ATF-5,B3KND3; Q9UNQ3; Q9Y2D1; Q9BSA1
22818,ENSG00000111481,COPZ1,COPI coat complex subunit zeta 1,Coatomer subunit zeta-1,B4DDX8; B4DHZ0; P61923; F8VS17; Q549N6; F8VWL5; Q9Y3C3
22820,ENSG00000181789,COPG1,COPI coat complex subunit gamma 1,Coatomer subunit gamma-1,B3KMF6; A8K6M8; Q54AC4; Q9Y678
22821,ENSG00000185989,RASA3,RAS p21 protein activator 3,Ras GTPase-activating protein 3,A6NL15; F8W6X8; Q14644; Q8IUY2
22822,ENSG00000139289,PHLDA1,pleckstrin homology like domain family A member 1,Pleckstrin homology-like domain family A member 1,Q9NZ17; A1A4G9; Q15184; Q8WV24; Q2TAN2
22823,ENSG00000143033,MTF2,metal response element binding transcription factor 2,Metal-response element-binding transcription factor 2,Q9Y483; A6NGQ9; Q9UES9; Q96G26; A8K2Q3; B1AKT5; B1AKT6; Q9UP40
22824,ENSG00000164070,HSPA4L,heat shock protein family A (Hsp70) member 4 like,Heat shock 70 kDa protein 4L,O95757; A2ICT2; Q8IWA2; Q4W5M5
22826,ENSG00000126698,DNAJC8,DnaJ heat shock protein family (Hsp40) member C8,DnaJ homolog subfamily C member 8,Q8N4Z5; Q9P051; D3DPM0; Q6IBA4; Q9P067; O75937; B4DUU4
22827,ENSG00000179950,PUF60,poly(U) binding splicing factor 60,Poly(U)-binding-splicing factor PUF60,Q969E7; Q99628; Q9UJY7; A8K8K8; Q96D94; Q9UHX1; Q96H63; Q9NZA0
22828,ENSG00000213079,SCAF8,SR-related CTD associated factor 8,SR-related and CTD-associated factor 8,Q9BX43; Q9BQN8; B7Z888; Q5TBU6; Q9UPN6; Q6NSK3
22829,ENSG00000165246,NLGN4Y,neuroligin 4 Y-linked,"Neuroligin-4, Y-linked",F5H6W0; Q7Z3T5; Q8N5B6; Q8NFZ3; Q9Y2F8; Q14D08
22832,ENSG00000135315,CEP162,centrosomal protein 162,Centrosomal protein of 162 kDa,A6PVL7; Q5TB80; Q6P475; A6PVL8; Q9Y2L2
22834,ENSG00000198740,ZNF652,zinc finger protein 652,Zinc finger protein 652,Q9Y2D9; A4QPD9; Q5H9Q0
22835,ENSG00000120784,ZFP30,ZFP30 zinc finger protein,Zinc finger protein 30 homolog,Q9Y2G7; Q58EY8
22836,ENSG00000164292,RHOBTB3,Rho related BTB domain containing 3,Rho-related BTB domain-containing protein 3,Q8IW06; O94955; A8K1W9; A0PJA4
22837,ENSG00000082438,COBLL1,cordon-bleu WH2 repeat protein like 1,Cordon-bleu protein-like 1,Q7Z3I6; A6NMZ3; Q53SF7; Q9BRH4; Q9UG88; Q9Y2I3; Q6IQ33
22838,ENSG00000146083,RNF44,ring finger protein 44,RING finger protein 44,Q9UPQ2; B4DYE0; Q8ND05; Q7L0R7
22839,ENSG00000080845,DLGAP4,DLG associated protein 4,Disks large-associated protein 4,Q5QPG4; Q9H138; E1P5T5; Q9H137; Q9Y2H0; Q9H1L7; Q5T2Y4; Q5T2Y5
22841,ENSG00000107560,RAB11FIP2,RAB11 family interacting protein 2,Rab11 family-interacting protein 2,Q9Y2F0; Q3I768; A6NEI4; Q7L804
22843,ENSG00000175175,PPM1E,"protein phosphatase, Mg2+/Mn2+ dependent 1E",Protein phosphatase 1E,Q8WY54; A7E2X1; Q9UPT0; Q7LAF3; Q68DW1
22844,ENSG00000070601,FRMPD1,FERM and PDZ domain containing 1,FERM and PDZ domain-containing protein 1,Q5HY96; D3DRQ3; Q5SYB0; Q9Y2H3; B7Z807; Q14C73; B4DZC8
22845,ENSG00000175283,DOLK,dolichol kinase,Dolichol kinase,Q9UPQ8; Q5SRE6
22846,ENSG00000071246,VASH1,vasohibin 1,Tubulinyl-Tyr carboxypeptidase 1,Q7L8A9; Q96H02; Q9Y629; Q9UBF4
22847,ENSG00000168813,ZNF507,zinc finger protein 507,Zinc finger protein 507,Q2TBF1; Q9UPR8; Q8TCN5; A8K911; Q6MZU0
22848,ENSG00000115977,AAK1,AP2 associated kinase 1,AP2-associated protein kinase 1,Q9UPV4; Q53RX6; Q4ZFZ3; Q2M2I8
22849,ENSG00000107864,CPEB3,cytoplasmic polyadenylation element binding protein 3,Cytoplasmic polyadenylation element-binding protein 3,Q9Y2E9; Q9NQJ7; Q8NE35; Q5T389
22850,ENSG00000101544,ADNP2,ADNP homeobox 2,Activity-dependent neuroprotector homeobox protein 2,A8K951; Q9H9P3; Q6IQ32; O94943
22852,ENSG00000107890,ANKRD26,ankyrin repeat domain containing 26,Ankyrin repeat domain-containing protein 26,Q9NTD5; A6NH29; Q9UPS8; Q2TAZ3; Q6ZR14; Q9NSK9; Q9H1Q1; Q9NW69
22853,ENSG00000164715,LMTK2,lemur tyrosine kinase 2,Serine/threonine-protein kinase LMTK2,Q8IWU2; A4D272; Q75MG7; Q9UPS3
22854,ENSG00000162631,NTNG1,netrin G1,Netrin-G1,Q5VU89; Q5VU91; Q5VU86; Q7Z2Y3; Q8N633; Q5VU90; Q9Y2I2; Q5VU87
22856,ENSG00000131873,CHSY1,chondroitin sulfate synthase 1,Chondroitin sulfate synthase 1,Q7LFU5; Q86X52; Q9Y2J5; Q6UX38
22858,ENSG00000112144,CILK1,ciliogenesis associated kinase 1,Serine/threonine-protein kinase ICK,A7MD41; Q5THL2; Q8IYH8; Q9NYX3; O75985; Q9UPZ9; Q9BX17
22859,ENSG00000072071,ADGRL1,adhesion G protein-coupled receptor L1,Adhesion G protein-coupled receptor L1,Q96IE7; Q9BU07; Q9HAR3; O94910
22861,ENSG00000091592,NLRP1,NLR family pyrin domain containing 1,"NACHT, LRR and PYD domains-containing protein 1",Q9BZZ9; E9PE50; Q9BZZ8; Q9H5Z7; Q9H5Z8; Q9C000; I6L9D9; Q9UFT4; Q9HAV8; Q9Y2E0
22862,ENSG00000102531,FNDC3A,fibronectin type III domain containing 3A,Fibronectin type-III domain-containing protein 3A,B4DYG1; Q5JVF8; Q5JVF9; Q6N020; Q6P9D5; Q6ZME4; Q5HYC9; Q9H1W1; Q6EVH3; Q6EVH4; Q9Y2H6
22863,ENSG00000126775,ATG14,autophagy related 14,Beclin 1-associated autophagy-related key regulator,Q32MK8; Q6ZNE5; B7ZWP5; O94920; Q32MK7; A6NJE4; A8K9U5
22864,ENSG00000179912,R3HDM2,R3H domain containing 2,R3H domain-containing protein 2,Q9Y2K5; Q3ZCT5; B7ZL65; Q2M1T9
22865,ENSG00000121871,SLITRK3,SLIT and NTRK like family member 3,SLIT and NTRK-like protein 3,Q1RMY6; O94933
22866,ENSG00000149970,CNKSR2,connector enhancer of kinase suppressor of Ras 2,Connector enhancer of kinase suppressor of ras 2,O94976; B7ZLJ1; Q5JPK4; B9EG83; Q5JPN0; Q8WXI2; B4DGR4; E7ESA4; Q8WXI1
22868,ENSG00000118246,FASTKD2,FAST kinase domains 2,"FAST kinase domain-containing protein 2, mitochondrial",Q9NVX6; Q9NYY8; Q9Y2H7
22869,ENSG00000081386,ZNF510,zinc finger protein 510,Zinc finger protein 510,Q9Y2H8; Q5SZP5
22870,ENSG00000105063,PPP6R1,protein phosphatase 6 regulatory subunit 1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,Q2M2H3; Q9BU97; Q6NVJ6; Q9UPN7; Q504V2
22871,ENSG00000169760,NLGN1,neuroligin 1,Neuroligin-1,Q9UPT2; D2X2H5; Q8N2Q7
22872,ENSG00000138674,SEC31A,"SEC31 homolog A, COPII coat complex component",Protein transport protein Sec31A,O94979; Q86TJ0; Q8IZH4; Q9UM05; B7ZKZ7; Q5H9P6; Q5XG74; B4DIW6; H7C2W3; Q17RR5; Q659G7; Q6ZU90; B7ZL00; Q7LCX9; Q9P048; Q9P0A6; Q9UM06
22873,ENSG00000134874,DZIP1,DAZ interacting zinc finger protein 1,Cilium assembly protein DZIP1,Q86YF9; Q5W079; Q5W078; Q8WY45; Q9UGA5; Q8WY46; Q9Y2K0
22874,ENSG00000143850,PLEKHA6,pleckstrin homology domain containing A6,Pleckstrin homology domain-containing family A member 6,Q9Y2H5; Q5VTI6; A7MD51
22875,ENSG00000001561,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,Bis(5'-adenosyl)-triphosphatase ENPP4,Q7L2N1; A8K5G1; Q9Y6X5
22876,ENSG00000198825,INPP5F,inositol polyphosphate-5-phosphatase F,Phosphatidylinositide phosphatase SAC2,B3KRF1; Q2T9J4; Q6NVY2; Q9Y2H2; Q5W135; Q9NT51; D3DRD1; Q9H3D9; Q86U97; Q5W136
22877,ENSG00000175727,MLXIP,MLX interacting protein,MLX-interacting protein,Q8IXP1; Q8WYA5; Q8WVQ0; Q7LC47; Q9HAP2; A7MBN0; O94945; Q8TAH9
22878,ENSG00000153339,TRAPPC8,trafficking protein particle complex subunit 8,Trafficking protein particle complex subunit 8,A0JP15; Q9H0L2; Q9Y2L5; B3KME5
22879,ENSG00000103111,MON1B,"MON1 homolog B, secretory trafficking associated",Vacuolar fusion protein MON1 homolog B,B4DDZ0; Q7L1V2; O94949
22880,ENSG00000133422,MORC2,MORC family CW-type zinc finger 2,ATPase MORC2,Q9UF28; Q9Y6X9; B2RNB1; Q9Y6V2
22881,ENSG00000135299,ANKRD6,ankyrin repeat domain 6,Ankyrin repeat domain-containing protein 6,Q5JUJ4; Q8IUQ8; Q9NU24; Q9UFQ9; B3KUC3; Q9Y2G4; Q5JUJ5
22882,ENSG00000178764,ZHX2,zinc fingers and homeoboxes 2,Zinc fingers and homeoboxes protein 2,Q9Y6X8
22883,ENSG00000171603,CLSTN1,calsyntenin 1,Calsyntenin-1,O94985; A8K183; Q71MN0; Q5SR52; Q5UE58; Q8N4K9
22884,ENSG00000047056,WDR37,WD repeat domain 37,WD repeat-containing protein 37,Q5SW03; Q9Y2I8; A8K976; Q9NTJ6; Q8WVG2; D3DRQ7
22885,ENSG00000173210,ABLIM3,actin binding LIM protein family member 3,Actin-binding LIM protein 3,O94929; A8K121; Q19VH3; Q658S1; Q68CI5; Q9BV32
22887,ENSG00000198815,FOXJ3,forkhead box J3,Forkhead box protein J3,A7MD18; Q9NSS7; D3DPW2; Q9UPW0; A7MBL7
22888,ENSG00000185019,UBOX5,U-box domain containing 5,RING finger protein 37,Q86X87; Q9H4J2; Q6IAR5; O94941
22889,ENSG00000132680,KHDC4,"KH domain containing 4, pre-mRNA splicing factor",KH homology domain-containing protein 4,Q8TBQ0; Q7Z7F0; O94981; Q7Z7E9; Q7L7Q2
22890,ENSG00000126804,ZBTB1,zinc finger and BTB domain containing 1,Zinc finger and BTB domain-containing protein 1,Q86SW8; A8K6S8; Q9Y2K1
22891,ENSG00000138311,ZNF365,zinc finger protein 365,Protein ZNF365,Q6P9D4; Q70YC7; Q70YC6; A8K0F0; O94930; Q68SG8; Q70YC5; Q5HYE6; Q05D75; Q6NSK2
22893,ENSG00000140320,BAHD1,bromo adjacent homology domain containing 1,Bromo adjacent homology domain-containing 1 protein,Q9Y2F4; Q8NDF7; Q8TBE0
22894,ENSG00000083520,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",Exosome complex exonuclease RRP44,Q5W0P7; Q7Z481; Q9UG36; Q9Y2L1; Q8WWI2; A6NI21; Q5W0P8; Q658Z7; B2RBL2
22895,ENSG00000089169,RPH3A,rabphilin 3A,Rabphilin-3A,Q9Y2J0; Q96AE0; B7Z3C3
22897,ENSG00000110274,CEP164,centrosomal protein 164,Centrosomal protein of 164 kDa,Q7Z2X9; Q9UPV0; Q9NVS0; Q6PKH9; Q9UFJ6
22898,ENSG00000105339,DENND3,DENN domain containing 3,DENN domain-containing protein 3,Q2TAM7; Q96DK3; O94947; A2RUS2; B7ZM28; Q6ZMS6
22899,ENSG00000198844,ARHGEF15,Rho guanine nucleotide exchange factor 15,Rho guanine nucleotide exchange factor 15,A8K6G1; O94989; Q8N449; Q9H8B4
22900,ENSG00000105483,CARD8,caspase recruitment domain family member 8,Caspase recruitment domain-containing protein 8,Q9Y2G2; B7Z4A2; B7Z496; G3XAM9; Q96P82; B5KVR8; E5RFV9; Q6PGP8; B5KVR6; E9PEM7
22901,ENSG00000141337,ARSG,arylsulfatase G,Arylsulfatase G,Q96EG1; Q6UXF2; Q9Y2K4
22902,ENSG00000018189,RUFY3,RUN and FYVE domain containing 3,Protein RUFY3,Q7L099; B4DYW7; Q9UI00; B3KM25; D9N163; O94948
22903,ENSG00000132640,BTBD3,BTB domain containing 3,BTB/POZ domain-containing protein 3,Q9Y2F9; D3DW19; Q5JY73
22904,ENSG00000064932,SBNO2,strawberry notch homolog 2,Protein strawberry notch homolog 2,Q8TEM0; Q9Y2G9; A8K8P2; B3KWJ1; O75257; Q3KQX0
22905,ENSG00000072134,EPN2,epsin 2,Epsin-2,E9PBC2; Q52LD0; O95207; Q9H7Z2; O95208; A8MTV8; B3KRX8; Q9UPT7
22906,ENSG00000182606,TRAK1,trafficking kinesin protein 1,Trafficking kinesin-binding protein 1,Q9UPV9; J3KNT7; Q659B5; Q96B69; E9PDS2; Q63HR0
22907,ENSG00000132153,DHX30,DExH-box helicase 30,ATP-dependent RNA helicase DHX30,Q7L2E3; O94965; A8K5F1; Q96CH4; Q9NUQ0; Q7Z753
22908,ENSG00000211456,SACM1L,SAC1 like phosphatidylinositide phosphatase,Phosphatidylinositol-3-phosphatase SAC1,Q9NQ46; Q9NTJ5; A8K527; Q96AX7; B4DK71; O94935; Q9NQ57; Q7LA14; Q7LA22
22909,ENSG00000198690,FAN1,FANCD2 and FANCI associated nuclease 1,Fanconi-associated nuclease 1,A8K4M2; Q9Y2M0; Q86WU8
22911,ENSG00000085433,WDR47,WD repeat domain 47,WD repeat-containing protein 47,Q5TYV9; A8MX09; Q5TYV8; O94967; Q8IXT7; Q8IYU9; Q5TYV7
22913,ENSG00000125970,RALY,RALY heterogeneous nuclear ribonucleoprotein,RNA-binding protein Raly,Q5QPL8; Q9UJE3; Q9UKM9; Q14621; Q2M365; Q9BQX6
22914,ENSG00000213809,KLRK1,killer cell lectin like receptor K1,NKG2-D type II integral membrane protein,Q9NR41; A8K7P4; A8K7K5; P26718
22915,ENSG00000138722,MMRN1,multimerin 1,Multimerin-1,Q13201; Q6P3T8; Q6ZUL9; Q4W5L1
22916,ENSG00000114503,NCBP2,nuclear cap binding protein subunit 2,Nuclear cap-binding protein subunit 2,P52298; E9PAR5; B2RE91; Q14924; B4DMK7; Q2TS50
22917,ENSG00000149506,ZP1,zona pellucida glycoprotein 1,Zona pellucida sperm-binding protein 1,P60852
22918,ENSG00000125810,CD93,CD93 molecule,Complement component C1q receptor,Q9NPY3; O00274
22919,ENSG00000101367,MAPRE1,microtubule associated protein RP/EB family member 1,Microtubule-associated protein RP/EB family member 1,B2R6I7; Q3KQS8; Q15691; E1P5M8
22920,ENSG00000075945,KIFAP3,kinesin associated protein 3,Kinesin-associated protein 3,B1AKU4; B1AKU5; B2RDL1; Q8NHU7; Q9H416; Q92845; B7Z8A3; F5H591
22921,ENSG00000148450,MSRB2,methionine sulfoxide reductase B2,"Methionine-R-sulfoxide reductase B2, mitochondrial",Q4G1C7; Q9Y3D2; Q9Y5W6; Q17R44
22924,ENSG00000084764,MAPRE3,microtubule associated protein RP/EB family member 3,Microtubule-associated protein RP/EB family member 3,Q6FI15; B7WPK5; Q9BZP8; Q9UPY8; O00265; Q6FHB0; Q9BZP7
22925,ENSG00000153246,PLA2R1,phospholipase A2 receptor 1,Secretory phospholipase A2 receptor,D3DPB1; B2RTU9; Q13019; Q15095; Q13018; Q53R45; Q53RR7
22926,ENSG00000118217,ATF6,activating transcription factor 6,Cyclic AMP-dependent transcription factor ATF-6 alpha,Q9UEC9; Q5VW62; P18850; O15139; Q6IPB5
22927,ENSG00000130956,HABP4,hyaluronan binding protein 4,Intracellular hyaluronan-binding protein 4,Q8WV33; Q9NYJ2; O75804; Q5JVS0
22928,ENSG00000179918,SEPHS2,selenophosphate synthetase 2,"Selenide, water dikinase 2",Q99611; Q9BUQ2
22929,ENSG00000086475,SEPHS1,selenophosphate synthetase 1,"Selenide, water dikinase 1",P49903; B4DWK0; D6PSQ9; Q5T5U9; D3DRS9; Q5T5U8; Q9BVT4
22930,ENSG00000115839,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1,Rab3 GTPase-activating protein catalytic subunit,A6H8Z3; Q15042; Q659F5; C9J837; Q8TBB4
22931,ENSG00000099246,RAB18,"RAB18, member RAS oncogene family",Ras-related protein Rab-18,D3DRW1; Q53FX8; B7Z333; Q6FIH1; Q56UN9; Q9NP72; B3KMC7
22932,ENSG00000146707,POMZP3,POM121 and ZP3 fusion,POM121 and ZP3 fusion protein,Q6PJE2; Q9BWB4; Q12903; F6STJ3
22933,ENSG00000068903,SIRT2,sirtuin 2,NAD-dependent protein deacetylase sirtuin-2,Q8IXJ6; A8K3V1; B2RB45; Q9UNT0; Q9P0G8; Q924Y7; U5TP13; Q9Y6E9; O95889
22934,ENSG00000153574,RPIA,ribose 5-phosphate isomerase A,Ribose-5-phosphate isomerase,Q541P9; Q96BJ6; P49247
22936,ENSG00000118985,ELL2,elongation factor for RNA polymerase II 2,RNA polymerase II elongation factor ELL2,B4DNK7; O00472
22937,ENSG00000114650,SCAP,SREBF chaperone,Sterol regulatory element-binding protein cleavage-activating protein,Q12770; Q8WUA1; Q8N2E0
22938,ENSG00000100603,SNW1,SNW domain containing 1,SNW domain-containing protein 1,Q32N03; Q13573; Q5D0D6; Q13483; A8K8A9
22941,ENSG00000162105,SHANK2,SH3 and multiple ankyrin repeat domains 2,SH3 and multiple ankyrin repeat domains protein 2,C0SPG8; Q52LK2; Q9UKP1; Q3Y8G9; Q9UPX8; C0SPG9
22943,ENSG00000107984,DKK1,dickkopf WNT signaling pathway inhibitor 1,Dickkopf-related protein 1,O94907; B2RC19
22944,ENSG00000151657,KIN,Kin17 DNA and RNA binding protein,DNA/RNA-binding protein KIN17,O60870; B4DX32
22947,ENSG00000280757,DUX4L1,double homeobox 4 like 1 (pseudogene),-,-
22948,ENSG00000150753,CCT5,chaperonin containing TCP1 subunit 5,T-complex protein 1 subunit epsilon,P48643; A8K2X8; B4DYD8; A8JZY8
22949,ENSG00000106853,PTGR1,prostaglandin reductase 1,Prostaglandin reductase 1,Q14914; Q9H1X6; Q8IYQ0; A8K0N2; F5GY50; B4DPK3
22950,ENSG00000163798,SLC4A1AP,solute carrier family 4 member 1 adaptor protein,Kanadaptin,Q9BWU0; Q9NVN2; A6NJ39; Q4KMX0; Q4KMT1; A0A087X0M4; Q7Z5Q9
22952,ENSG00000290611,CYP2G1P,"cytochrome P450 family 2 subfamily G member 1, pseudogene",-,-
22953,ENSG00000187848,P2RX2,purinergic receptor P2X 2,P2X purinoceptor 2,Q9UHD7; A6NHC2; Q6V9R6; Q9Y637; A6NH93; Q9UHD5; Q9UBL9; Q9NR37; A6NHU3; A6NGB4; Q9Y638; A6NIG9; Q9UHD6; Q9NR38
22954,ENSG00000119401,TRIM32,tripartite motif containing 32,E3 ubiquitin-protein ligase TRIM32,Q13049; Q9NQP8
22955,ENSG00000010803,SCMH1,Scm polycomb group protein homolog 1,Polycomb protein SCMH1,Q5VT76; Q9UKM6; Q9UKM5; Q96GD3; B4DRQ8; Q8WU48; Q6IAJ4
22974,ENSG00000088325,TPX2,TPX2 microtubule nucleation factor,Targeting protein for Xklp2,Q9UFN9; Q9H1R4; Q9NRA3; Q96RR5; Q9UL00; Q9Y2M1; Q9ULW0
22976,ENSG00000157212,PAXIP1,PAX interacting protein 1,PAX-interacting protein 1,Q6ZWH9; Q6ZW49; Q6N099; Q86UN0; Q96HP2; O15404; Q7Z315; Q8N4P9
22977,ENSG00000162482,AKR7A3,aldo-keto reductase family 7 member A3,Aflatoxin B1 aldehyde reductase member 3,O95154; Q8N5V6; Q9NUC3; Q8IVN6; Q86SR4; Q8TAX1
22978,ENSG00000076685,NT5C2,"5'-nucleotidase, cytosolic II",Cytosolic purine 5'-nucleotidase,P49902; D3DR91; Q5JUV5; B7Z382
22979,ENSG00000084710,EFR3B,EFR3 homolog B,Protein EFR3 homolog B,B7WPL8; Q86XU6; Q9Y2G0
22980,ENSG00000141002,TCF25,transcription factor 25,Ribosome quality control complex subunit TCF25,Q9BQ70; Q2MK75; Q9UPV3
22981,ENSG00000101004,NINL,ninein like,Ninein-like protein,B3V9H6; Q9Y2I6; B7Z1V8; A6NJN0; Q9NQE3; Q5JYP0; Q8NE38
22982,ENSG00000151240,DIP2C,disco interacting protein 2 homolog C,Disco-interacting protein 2 homolog C,Q9Y2E4; B4DPI5; Q5SS78
22983,ENSG00000105613,MAST1,microtubule associated serine/threonine kinase 1,Microtubule-associated serine/threonine-protein kinase 1,Q9Y2H9; O00114; Q8N6X0
22984,ENSG00000148843,PDCD11,programmed cell death 11,Protein RRP5 homolog,Q5W093; Q14690; Q6P2J3; Q9H4P1; Q86VQ8; Q2TA92
22985,ENSG00000100813,ACIN1,apoptotic chromatin condensation inducer 1,Apoptotic chromatin condensation inducer in the nucleus,Q9UG91; Q9UKV2; O75158; Q9UKV1; B2RTT4; D3DS45; Q9UKV3
22986,ENSG00000156395,SORCS3,sortilin related VPS10 domain containing receptor 3,VPS10 domain-containing receptor SorCS3,Q5VXF9; Q9NQJ2; Q9UPU3
22987,ENSG00000122012,SV2C,synaptic vesicle glycoprotein 2C,Synaptic vesicle glycoprotein 2C,Q496K1; Q9UPU8; Q496J9
22989,ENSG00000144821,MYH15,myosin heavy chain 15,Myosin-15,Q9Y2K3
22990,ENSG00000100731,PCNX1,pecanex 1,Pecanex-like protein 1,Q96RV3; Q96AI7; Q9Y2J9; B2RTR6; O94897
22992,ENSG00000173120,KDM2A,lysine demethylase 2A,Lysine-specific demethylase 2A,D4QA03; E9PIL6; I3VM55; Q9H7H5; Q9Y2K7; Q69YY8; Q49A21; Q9BVH5; Q9UK66; Q4G0M3
22993,ENSG00000113716,HMGXB3,HMG-box containing 3,HMG domain-containing protein 3,Q86UG3; G5E9Y4; Q9UMF4; Q12766
22994,ENSG00000141577,CEP131,centrosomal protein 131,Centrosomal protein of 131 kDa,B2RN11; Q96F50; Q9UPN4; A6NHI8
22995,ENSG00000103995,CEP152,centrosomal protein 152,Centrosomal protein of 152 kDa,O94986; Q17RV1; Q6NTA0; E7ER66
22996,ENSG00000085831,TTC39A,tetratricopeptide repeat domain 39A,Tetratricopeptide repeat protein 39A,Q5SRH9; Q6PIU8; Q5T7S1; Q5SRI0; Q5SRI1; B7Z782; G3XAF8; O75040; Q5SRH8; Q5SRI2; Q9BT24; Q5SRH7; E7EQY9; O43417; Q5SRH5; Q5SRH6
22997,ENSG00000080854,IGSF9B,immunoglobulin superfamily member 9B,Protein turtle homolog B,G5EA26; Q9UPX0
22998,ENSG00000064042,LIMCH1,LIM and calponin homology domains 1,LIM and calponin homology domains-containing protein 1,E9PHM7; Q503B5; Q7Z3G5; Q8N3S9; Q5CZB6; Q68E07; A8MXC3; Q6PJ44; Q5CZB1; Q5H9S8; Q9UPQ0; Q8N6M2
22999,ENSG00000079841,RIMS1,regulating synaptic membrane exocytosis 1,Regulating synaptic membrane exocytosis protein 1,E9PHR1; Q8TDZ5; B7Z2M0; Q9HBA4; E9PHF5; Q9HBA3; E9PCB7; E9PF48; Q5SZK1; Q9HBA5; B7Z2Q9; E9PCZ1; O15048; Q5JY25; Q86UR5; Q9HBA6; A7MBN6; Q5JY21; Q9HBA1; Q9HBA2; B7Z3S3; E7EX08; Q8TDY9; B7Z6S2
23001,ENSG00000163625,WDFY3,WD repeat and FYVE domain containing 3,WD repeat and FYVE domain-containing protein 3,Q9Y2J7; Q8NAV6; Q96BS7; Q8IZQ1; Q6P0Q5; Q8N1T2; Q96N85; Q96D33; Q4W5K5
23002,ENSG00000100592,DAAM1,dishevelled associated activator of morphogenesis 1,Disheveled-associated activator of morphogenesis 1,Q86U34; Q8N1Z8; Q9Y4D1; Q8TB39
23005,ENSG00000137802,MAPKBP1,mitogen-activated protein kinase binding protein 1,Mitogen-activated protein kinase-binding protein 1,A6NM93; Q14CD8; O60336; A8K8P9; Q14CB5; Q49AJ8; Q5W9G9
23007,ENSG00000114805,PLCH1,phospholipase C eta 1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",Q9H9U2; Q4KWH9; Q4KWH8; Q68CN0; Q29RV9; Q86XK4; Q9UPT3
23008,ENSG00000128607,KLHDC10,kelch domain containing 10,Kelch domain-containing protein 10,Q86Y99; Q6PID8; Q92554
23011,ENSG00000080371,RAB21,"RAB21, member RAS oncogene family",Ras-related protein Rab-21,Q9UL25; Q14466; Q569H3
23012,ENSG00000211455,STK38L,serine/threonine kinase 38 like,Serine/threonine-protein kinase 38-like,B4E3J8; A8K4U0; Q8TBX7; Q9Y2H1
23013,ENSG00000065526,SPEN,spen family transcriptional repressor,Msx2-interacting protein,Q9Y556; Q9UQ01; Q9H9A8; Q96T58; Q9NWH5
23014,ENSG00000135108,FBXO21,F-box protein 21,F-box only protein 21,Q9H087; Q5BJG0; O94952; B3KMF0
23015,ENSG00000175265,GOLGA8A,golgin A8 family member A,Golgin subfamily A member 8A; Golgin subfamily A member 8B,B7ZMK5; O94937; Q9NZW3; Q68DK6; Q9NZG8; Q9NZW0; A7MCY9; A7E2F4; Q52M46
23016,ENSG00000075914,EXOSC7,exosome component 7,Exosome complex component RRP42,Q96E72; Q15024
23017,ENSG00000135472,FAIM2,Fas apoptotic inhibitory molecule 2,Protein lifeguard 2,B3KR08; Q9BWQ8; Q9Y2F7; A8K1W6; Q9UJY9
23019,ENSG00000125107,CNOT1,CCR4-NOT transcription complex subunit 1,CCR4-NOT transcription complex subunit 1,A5YKK6; Q9BVZ6; Q8TB53; Q8IWB8; Q9UI27; Q68DX7; Q9Y2L0; Q7Z3K2; Q9UFR8
23020,ENSG00000144028,SNRNP200,small nuclear ribonucleoprotein U5 subunit 200,U5 small nuclear ribonucleoprotein 200 kDa helicase,Q6NZY0; Q6PX59; Q8NBE6; O75643; Q96IF2; Q9H7S0; O94884
23022,ENSG00000129116,PALLD,"palladin, cytoskeletal associated protein",Palladin,Q9Y2J6; Q9UGA0; Q86WE8; Q8N1M2; B3KTG2; Q7Z3W0; Q8WX93; B7ZMM5; Q7L3E0; Q9UQF5; Q9Y3E9; B5MD56
